geo_point_2d;Numéro ID inspection;Nom de l'installation;Commune;Code Département;Code Postal;Code NAF;SIRET;Code Régime;Libellé Régime;Directive IPPC;Code Seveso;Statut Seveso;Code Famille;Libellé Famille;Fiche URL du site;Précision des coordonnées;Code INSEE;EPCI;Département;Région
45.6343854256,0.0687990159819;72.7263;SOPPEC SA;NERSAC;16;16440;20.30Z;62182038000049;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=72&champEtablNumero=7263;Coordonnées précises;16244;CA du Grand Angoulême;CHARENTE;NOUVELLE-AQUITAINE
49.3757715562,2.51190304623;51.993;ADDIVANT (ex CHEMTURA);CATENOY;60;60840;;552116642305;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=51&champEtablNumero=993;Coordonnées précises;60130;CC du Clermontois;OISE;HAUTS-DE-FRANCE
49.2661428164,1.04742301739;58.1247;PHARMASYNTHESE SA;ST PIERRE LES ELBEUF;76;76320;21.10Z;32759481800012;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=58&champEtablNumero=1247;Adresse postale;76640;Métropole Rouen Normandie;SEINE-MARITIME;NORMANDIE
49.0818180218,3.38499967575;51.6108;FM FRANCE S.A.S.;EPAUX BEZU;02;2400;49.41A;36780140400040;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=51&champEtablNumero=6108;Coordonnées précises;02279;CA de la Région de Château-Thierry;AISNE;HAUTS-DE-FRANCE
49.6576633065,3.29413805789;51.7162;NRJT;TERGNIER;02;2700;;40851244000038;;;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=51&champEtablNumero=7162;Centroïde Commune;02738;CA Chauny Tergnier la Fère;AISNE;HAUTS-DE-FRANCE
51.0439629222,2.35195472881;70.79;RUBIS TERMINAL MOLE V;DUNKERQUE;59;59140;;775686405;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=790;Coordonnées précises;59183;CU de Dunkerque;NORD;HAUTS-DE-FRANCE
43.3833013543,-0.595329823399;52.596;GACHES CHIMIE;MOURENX;64;64150;46.75Z;32444385200029;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=52&champEtablNumero=5960;Coordonnées précises;64431;CC de Lacq-Orthez;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE
44.8065008861,4.78657392543;61.2464;EURECAT FRANCE SAS;LA VOULTE SUR RHONE;07;7800;20.59Z;44906526700014;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=2464;Coordonnées précises;07349;CA Privas Centre Ardèche;ARDECHE;AUVERGNE-RHONE-ALPES
46.2958947448,2.74686176416;56.22;ADISSEO FRANCE SAS;COMMENTRY;03;3600;20.14Z;43943656900099;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=56&champEtablNumero=22;Coordonnées précises;03082;CC Commentry Montmarault Néris Communauté;ALLIER;AUVERGNE-RHONE-ALPES
47.0187236339,4.86413576252;54.1061;COOP. AGRI. ET VITICOLE BOURGOGNE DU SUD;BEAUNE;21;21200;;;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=54&champEtablNumero=1061;Valeur Initiale;21054;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE
42.5429420516,9.52255574405;73.6;DPLC;LUCCIANA;2B;20290;46.71Z;65205065900026;S;Autorisation avec servitudes;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=73&champEtablNumero=6;Coordonnées précises;2B148;CC de Marana-Golo;HAUTE-CORSE;CORSE
45.66926373,4.97919548888;106.309;BNP PARIBAS REAL ESTATE;TOUSSIEU;69;69780;;42298971500012;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=106&champEtablNumero=309;Coordonnées précises;69298;CC de l'Est Lyonnais (Ccel);RHONE;AUVERGNE-RHONE-ALPES
43.6033351482,1.02249720884;68.3952;AGRO D'OC;MONFERRAN SAVES;32;32490;;77695029700023;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=68&champEtablNumero=3952;Coordonnées précises;32268;CC de la Gascogne Toulousaine;GERS;OCCITANIE
49.4842432024,0.278571535488;58.299;TOTAL FLUIDES;OUDALLE;76;76430;19.20Z;34224190800033;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=58&champEtablNumero=299;Adresse postale;76489;CU Le Havre Seine Métropole;SEINE-MARITIME;NORMANDIE
46.5792112805,5.43896094542;126.475;TRIADIS;BEAUFORT;39;39190;38.12Z;38454528100030;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=126&champEtablNumero=475;Coordonnées précises;39043;CC Porte du Jura;JURA;BOURGOGNE-FRANCHE-COMTE
48.9329300408,2.40508773298;65.6386;COMPAGNIE DES GAZ DE PETROLE PRIMAGAZ SA;LA COURNEUVE;93;93120;;54208445400017;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=6386;Adresse postale;93027;Métropole du Grand Paris;SEINE-SAINT-DENIS;ILE-DE-FRANCE
46.6713562009,5.42469675077;126.352;PERRENOT JT LOGISTIC SAS;COURLAOUX;39;39570;52.29A;64545018000106;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=126&champEtablNumero=352;Coordonnées précises;39171;CA Ecla (Espace Communautaire Lons Agglomération);JURA;BOURGOGNE-FRANCHE-COMTE
47.659723533,-0.63846421814;63.1161;SEDA;CHAMPTEUSSE SUR BACONNE;49;49220;;32283805300039;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=63&champEtablNumero=1161;Coordonnées précises;49067;CC des Vallées du Haut-Anjou;MAINE-ET-LOIRE;PAYS DE LA LOIRE
51.039859011,2.2930123985;70.956;ARCELORMITTAL ATLANTIQUE ET LORRAINE;DUNKERQUE;59;59381;;42117390700070;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=956;Coordonnées précises;59271;CU de Dunkerque;NORD;HAUTS-DE-FRANCE
47.9407238863,1.95403699215;100.1108;DEPOTS DE PETROLE D'ORLEANS;SEMOY;45;45400;52.10B;41125805600059;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=100&champEtablNumero=1108;Coordonnées précises;45308;Orléans Métropole;LOIRET;CENTRE-VAL DE LOIRE
48.6651451046,2.40525320946;65.4858;ANTARGAZ;RIS ORANGIS;91;91130;46.71Z;57212604300049;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=4858;Coordonnées précises;91521;CA Grand Paris Sud Seine Essonne Sénart;ESSONNE;ILE-DE-FRANCE
43.504552559,5.21607466422;64.1015;Cie DE DISTRIBUTION DES HYDROCARBURES;ROGNAC;13;13340;;4209088730037;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=64&champEtablNumero=1015;Valeur Initiale;13081;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
45.8890555452,4.82528185202;61.3999;COATEX (USINE 1 LUMIERE);GENAY;69;69726;;971509070;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=3999;Coordonnées précises;69278;Métropole de LYON;RHONE;AUVERGNE-RHONE-ALPES
47.3108993006,-2.06263356789;63.1207;TOTAL RAFFINAGE France;DONGES;44;44480;19.20Z;54203492119446;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=63&champEtablNumero=1207;Coordonnées précises;44052;CA de la Région Nazairienne et de l'Estuaire (Carene);LOIRE-ATLANTIQUE;PAYS DE LA LOIRE
43.7266887618,4.24987744188;66.2363;AIR LIQUIDE FRANCE INDUSTRIE;VERGEZE;30;30310;20.11Z;55209628100597;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=66&champEtablNumero=2363;Coordonnées précises;30344;CC Rhony, Vistre, Vidourle;GARD;OCCITANIE
48.2452088156,-3.76788691206;55.8375;MAXAM France (SAS);PLONEVEZ DU FAOU;29;29530;46.69B;41834873600053;A;Autorisation;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=55&champEtablNumero=8375;Coordonnées précises;29175;CC de Haute-Cornouaille;FINISTERE;BRETAGNE
49.5396895541,2.74506562215;51.5407;FM France;RESSONS SUR MATZ;60;60490;49.41A;36780140400040;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=51&champEtablNumero=5407;Valeur Initiale;60533;CC du Pays des Sources;OISE;HAUTS-DE-FRANCE
49.2142069811,6.19299354073;62.1347;AIR LIQUIDE;HAUCONCOURT;57;57280;;57204195200449;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=62&champEtablNumero=1347;Coordonnées précises;57303;CC Rives de Moselle;MOSELLE;GRAND EST
48.2049162975,1.88166943883;100.161;AXEREAL;JANVILLE;28;28310;46.21Z;503681801;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=100&champEtablNumero=161;Coordonnées précises;28199;CC Coeur de Beauce;EURE-ET-LOIR;CENTRE-VAL DE LOIRE
48.3804954617,2.85284516002;65.13201;EDF (Turbines à combustion);VERNOU LA CELLE SUR SEINE;77;77670;;;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=13201;Coordonnées précises;77494;CC Moret Seine et Loing;SEINE-ET-MARNE;ILE-DE-FRANCE
48.5999805184,7.80933393486;67.462;PRODAIR ET CIE Strasbourg;STRASBOURG;67;67000;20.11Z;35118603600023;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=67&champEtablNumero=462;Coordonnées précises;67482;Eurométropole de Strasbourg;BAS-RHIN;GRAND EST
43.4546909675,4.84944511227;64.1079;ELENGY (TONKIN);FOS SUR MER;13;13270;35.23Z;45143878200026;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=64&champEtablNumero=1079;Valeur Initiale;13039;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
45.4971828944,6.56063705473;61.4473;MSSA S.A.S.;ST MARCEL;73;73600;20.13B;41021904200026;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=4473;Coordonnées précises;73253;CC Coeur de Tarentaise;SAVOIE;AUVERGNE-RHONE-ALPES
47.5195554587,-1.31040911636;63.1319;TITANOBEL Riaillé;RIAILLE;44;44440;;5520961250048;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=63&champEtablNumero=1319;Coordonnées précises;44144;CC du Pays d'Ancenis;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE
43.9030340478,-0.464321966483;52.1733;SPD (Sté Pétrolière de Dépôts);MONT DE MARSAN;40;40000;52.10B;38488411000063;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=52&champEtablNumero=1733;Coordonnées précises;40192;CA Mont-de-Marsan Agglomération;LANDES;NOUVELLE-AQUITAINE
43.4657699529,4.91673132243;64.1055;STOCKAGE TERMINAL DE LA CRAU;FOS SUR MER;13;13270;52.10B;30207943900048;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=64&champEtablNumero=1055;Valeur Initiale;13039;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
48.1055774526,-1.51376856237;55.7007;LINDE GAS;NOYAL SUR VILAINE;35;35530;;56080176300585;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=55&champEtablNumero=7007;Coordonnées précises;35207;CC Pays de Châteaugiron Communauté;ILLE-ET-VILAINE;BRETAGNE
49.3138972103,1.00925069605;58.1234;SOCIETE MAPROCHIM NORMANDIE;ST AUBIN LES ELBEUF;76;76410;;50935809900018;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=58&champEtablNumero=1234;Adresse postale;76561;Métropole Rouen Normandie;SEINE-MARITIME;NORMANDIE
48.6141885715,2.57371106348;65.1864;Air Liquide France Industrie (ALFI);MOISSY CRAMAYEL;77;77550;;552096281;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=1864;Coordonnées précises;77296;CA Grand Paris Sud Seine Essonne Sénart;SEINE-ET-MARNE;ILE-DE-FRANCE
43.6060968318,4.77795589697;64.1428;EPC FRANCE;ST MARTIN DE CRAU;13;13310;20.51Z;72204912900074;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=64&champEtablNumero=1428;Valeur Initiale;13097;CA d'Arles-Crau-Camargue-Montagnette;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
48.7366241988,1.91510131765;65.3232;RAFFINERIE DU MIDI;COIGNIERES;78;78310;52.10B;54208453800041;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=3232;Coordonnées précises;78168;CA de Saint-Quentin-en-Yvelines;YVELINES;ILE-DE-FRANCE
45.6579848657,5.12790290999;61.8082;PARCOLOG LYON;ST QUENTIN FALLAVIER;38;38070;;;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=8082;Adresse postale;38449;CA Porte de l'Isère (C.A.P.I);ISERE;AUVERGNE-RHONE-ALPES
44.3673074912,4.7080045523;61.2645;ALFI (EX SOGIF);PIERRELATTE;26;26700;20.11Z;31411950400129;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=2645;Coordonnées précises;26235;CC Drôme Sud Provence;DROME;AUVERGNE-RHONE-ALPES
49.5285432233,2.70073081696;51.1211;STORENGY;GOURNAY SUR ARONDE;60;60190;;54210765160190;A;Autorisation;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=51&champEtablNumero=1211;Coordonnées précises;60281;CC du Pays des Sources;OISE;HAUTS-DE-FRANCE
51.030681348,2.26004450207;70.2326;VERSALIS FRANCE SAS Fortelet (POLIMERI);DUNKERQUE;59;59279;;552146854;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=2326;Coordonnées précises;59183;CU de Dunkerque;NORD;HAUTS-DE-FRANCE
48.192665827,1.39037748639;100.37;CABBP - Bonneval;BONNEVAL;28;28800;46.21Z;77557491600018;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=100&champEtablNumero=370;Coordonnées précises;28051;CC du Bonnevalais;EURE-ET-LOIR;CENTRE-VAL DE LOIRE
47.3256923597,5.38769029521;54.221;SITA FD (ISDD);DRAMBON;21;21270;;;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=54&champEtablNumero=2210;Valeur Initiale;21233;CC Auxonne Pontailler Val de Saône;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE
45.0474390744,4.84812112995;61.2443;FABRICATION CHIMIQUE ARDECHOISE;TOURNON SUR RHONE;07;7300;20.41Z;34365146900045;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=2443;Coordonnées précises;07324;CA Arche Agglo;ARDECHE;AUVERGNE-RHONE-ALPES
48.6405294295,6.2673170421;62.307;NOVACARB;LANEUVEVILLE DEVANT NANCY;54;54410;23.99Z;44299328300039;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=62&champEtablNumero=307;Coordonnées précises;54300;Métropole du Grand Nancy;MEURTHE-ET-MOSELLE;GRAND EST
43.4085535121,-0.626912887484;52.2606;SOBEGAL - Lacq;LACQ;64;64170;;9588089400019;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=52&champEtablNumero=2606;Coordonnées précises;64300;CC de Lacq-Orthez;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE
47.9425857792,1.95390653573;100.1378;ORRION CHEMICALS ORGAFORM;SEMOY;45;45400;20.59Z;55201279100042;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=100&champEtablNumero=1378;Coordonnées précises;45308;Orléans Métropole;LOIRET;CENTRE-VAL DE LOIRE
47.5293803303,5.14206447322;54.1529;DIJON CEREALES-is/tille;IS SUR TILLE;21;21120;;;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=54&champEtablNumero=1529;Coordonnées précises;21317;CC des Vallées de la Tille et de l'Ignon;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE
50.9314216923,1.86666378476;70.534;SYNTHEXIM (Site Calaire);CALAIS;62;62100;20.14Z;30908466300017;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=534;Coordonnées précises;62193;CA du Calaisis;PAS-DE-CALAIS;HAUTS-DE-FRANCE
47.6206412412,4.32210720217;54.1359;SALZGITTER Mannesmann Stainless Tubes;MONTBARD;21;21500;24.20Z;41035111800022;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=54&champEtablNumero=1359;Valeur Initiale;21425;CC du Montbardois;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE
45.7154448895,4.98591473173;106.213;SAFRAM;GENAS;69;69740;52.29B;39433691100042;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=106&champEtablNumero=213;Adresse postale;69277;CC de l'Est Lyonnais (Ccel);RHONE;AUVERGNE-RHONE-ALPES
45.2539331031,4.93319813843;61.2479;NOBEL SPORT;ANNEYRON;26;26140;;;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=2479;Coordonnées précises;26010;CC Porte de Drômardèche;DROME;AUVERGNE-RHONE-ALPES
45.7606809758,4.91933459402;61.3909;DAFFOS ET BAUDASSE;VILLEURBANNE;69;69100;38.22Z;95850955600014;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=3909;Coordonnées précises;69266;Métropole de LYON;RHONE;AUVERGNE-RHONE-ALPES
47.3871268419,0.742965615751;100.733;GPSPC Sud;ST PIERRE DES CORPS;37;37700;46.71Z;86980167000017;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=100&champEtablNumero=733;Coordonnées précises;37233;Tours Métropole Val de Loire;INDRE-ET-LOIRE;CENTRE-VAL DE LOIRE
44.9051799268,-0.524084817246;52.8441;CHAUSSADE-DUBOE TRANSPORTS - CD TRANS;BASSENS;33;33530;;;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=52&champEtablNumero=8441;Centroïde Commune;33032;Bordeaux Métropole;GIRONDE;NOUVELLE-AQUITAINE
48.763483459,2.68742799652;65.2173;STEN;OZOIR LA FERRIERE;77;77330;25.61Z;78498786900012;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=2173;Coordonnées précises;77350;CC Les Portes Briardes entre Villes et Forêts;SEINE-ET-MARNE;ILE-DE-FRANCE
49.290821178,6.1658655269;62.1722;AIR LIQUIDE FRANCE INDUSTRIE (ALFI);RICHEMONT;57;57270;20.11Z;31411950400046;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=62&champEtablNumero=1722;Coordonnées précises;57582;CC Rives de Moselle;MOSELLE;GRAND EST
43.6392274175,1.42558296354;68.2379;ESSO SAF;TOULOUSE;31;31000;19.20Z;54201005302194;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=68&champEtablNumero=2379;Coordonnées précises;31555;Toulouse Métropole;HAUTE-GARONNE;OCCITANIE
45.5908363738,4.77456421897;61.3616;TOTAL ADDITIFS ET CARBURANTS SPECIAUX;GIVORS;69;69700;;956501100;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=3616;Coordonnées précises;69091;Métropole de LYON;RHONE;AUVERGNE-RHONE-ALPES
45.0102640739,-0.546315748849;52.9273;VERMILION REP S.A.S.;AMBES;33;33810;06.10Z;41096483700026;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=52&champEtablNumero=9273;Centroïde Commune;33004;Bordeaux Métropole;GIRONDE;NOUVELLE-AQUITAINE
45.8731739018,0.815229885746;60.385;INTERNATIONAL PAPER;SAILLAT SUR VIENNE;87;87720;;;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=60&champEtablNumero=385;Coordonnées précises;87131;CC Porte Océane du Limousin;HAUTE-VIENNE;NOUVELLE-AQUITAINE
49.2559304614,-0.268088473786;53.452;DMS - DCA - MORY - SHIPP;OUISTREHAM;14;14150;;542034921;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=53&champEtablNumero=452;Coordonnées précises;14488;CU Caen la Mer;CALVADOS;NORMANDIE
