geo_point_2d;Numéro ID inspection;Nom de l'installation;Commune;Code Département;Code Postal;Code NAF;SIRET;Code Régime;Libellé Régime;Directive IPPC;Code Seveso;Statut Seveso;Code Famille;Libellé Famille;Fiche URL du site;Précision des coordonnées;Code INSEE;EPCI;Département;Région
44.1471370034,-0.920950063079;52.1951;EURALIS CEREALES;SOLFERINO;40;40210;;394160576;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=52&champEtablNumero=1951;Coordonnées précises;40303;CC Coeur Haute Lande;LANDES;NOUVELLE-AQUITAINE
43.5173474227,1.54334147345;68.2381;GACHES CHIMIE;ESCALQUENS;31;31750;46.75Z;32444385200011;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=68&champEtablNumero=2381;Coordonnées précises;31169;CA du Sicoval;HAUTE-GARONNE;OCCITANIE
45.7003783431,-0.311198628769;72.4569;TESSENDIER et Fils-;COGNAC;16;16100;11.01Z;90542029500032;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=72&champEtablNumero=4569;Coordonnées précises;16102;CA du Grand Cognac;CHARENTE;NOUVELLE-AQUITAINE
50.4672339136,2.7262140001;70.62;VYNOVA MAZINGARBE  SAS;MAZINGARBE;62;62670;20.16Z;35156397800029;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=620;Centroïde Commune;62563;CA de Lens - Liévin;PAS-DE-CALAIS;HAUTS-DE-FRANCE
50.0803488081,4.72171736779;57.1202;ITW PRODUITS CHIMIQUES;VIREUX MOLHAIN;08;8320;;32199536700042;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=57&champEtablNumero=1202;Coordonnées précises;08486;CC Ardenne, Rives de Meuse;ARDENNES;GRAND EST
46.2011774741,3.08781572365;56.1627;VAL'LIMAGNE.coop;BELLENAVES;03;3330;46.21Z;51317581000011;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=56&champEtablNumero=1627;Coordonnées précises;03022;CC Saint-Pourçain Sioule Limagne;ALLIER;AUVERGNE-RHONE-ALPES
45.7990376389,5.95569966866;61.431;THEVENIN ET DUCROT DISTRIBUTION;ALBENS;73;73410;47.78B;35286063900538;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=4310;Coordonnées précises;73010;CA Grand Lac;SAVOIE;AUVERGNE-RHONE-ALPES
47.6591080951,-2.08401268522;55.1483;BJ 75;REDON;35;35600;32.99Z;30159091500023;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=55&champEtablNumero=1483;Coordonnées précises;35236;CA Redon Agglomération;ILLE-ET-VILAINE;BRETAGNE
50.3577794774,3.27570658517;70.4087;OSTREVENT DEVELOPPEMENT;SOMAIN;59;59490;;;;;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=4087;Centroïde Commune;59574;CC Coeur d'Ostrevent [C.C.C.O.];NORD;HAUTS-DE-FRANCE
43.4556392665,4.92875968103;64.1024;COGEX;FOS SUR MER;13;13270;;;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=64&champEtablNumero=1024;Valeur Initiale;13039;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
48.0546505299,7.55922243954;67.469;CONSTELLIUM NEUF BRISACH;BIESHEIM;68;68600;24.42Z;67201408100133;A;Autorisation;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=67&champEtablNumero=469;Coordonnées précises;68036;CC Pays Rhin - Brisach;HAUT-RHIN;GRAND EST
47.0566782962,5.41101296103;59.2685;INOVYN France(ex solvay electrol france);TAVAUX;39;39500;20.1;89625780135;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=59&champEtablNumero=2685;Coordonnées précises;39001;CA du Grand Dole;JURA;BOURGOGNE-FRANCHE-COMTE
48.5103309597,-0.422768725491;53.2603;PCAS;COUTERNE;61;61410;20.14Z;62201950300029;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=53&champEtablNumero=2603;Coordonnées précises;61096;CC Andaine - Passais;ORNE;NORMANDIE
43.436589615,5.23278641998;64.589;AIRBUS HELICOPTERS (ex-EUROCOPTER);MARIGNANE;13;13700;30.30Z;35238371500021;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=64&champEtablNumero=589;Valeur Initiale;13117;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
48.6415394989,2.5483243206;65.1384;UNIVAR;LIEUSAINT;77;77127;46.75Z;56207142300353;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=1384;Coordonnées précises;77251;CA Grand Paris Sud Seine Essonne Sénart;SEINE-ET-MARNE;ILE-DE-FRANCE
48.3437444594,1.76063123362;100.6049;LOGI INDUSTRIE;OUARVILLE;28;28150;52.29B;44224595700018;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=100&champEtablNumero=6049;Coordonnées précises;28291;CC Coeur de Beauce;EURE-ET-LOIR;CENTRE-VAL DE LOIRE
48.9557190048,2.89885432487;65.1602;BASF (ex COGNIS FRANCE SIDOBRE SINNOVA);MEAUX;77;77100;;546780065;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=1602;Centroïde Commune;77284;CA du Pays de Meaux;SEINE-ET-MARNE;ILE-DE-FRANCE
45.5200510517,-0.548133337514;72.5266;UNION de MOSNAC;MOSNAC;17;17240;;39828649200010;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=72&champEtablNumero=5266;Adresse postale;17250;CC de la Haute-Saintonge;CHARENTE-MARITIME;NOUVELLE-AQUITAINE
49.4734977437,0.335238288389;58.2028;PROLOGIS;ST VIGOR D YMONVILLE;76;76430;;43337312300010;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=58&champEtablNumero=2028;Centroïde Commune;76657;CU Le Havre Seine Métropole;SEINE-MARITIME;NORMANDIE
50.5742044612,3.01923811686;70.5608;BRUNEL CHIMIE DERIVES;NOYELLES LES SECLIN;59;59139;20.41Z;37875171480002;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=5608;Adresse postale;59437;Métropole Européenne de Lille;NORD;HAUTS-DE-FRANCE
48.973131685,1.75046941479;65.3322;SARP Industries;LIMAY;78;78520;38.22Z;30377298200029;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=3322;Coordonnées précises;78335;CU Grand Paris Seine et Oise;YVELINES;ILE-DE-FRANCE
48.0863291295,1.86233570042;100.11779;XPO LOGISTICS;POUPRY;28;28140;;;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=100&champEtablNumero=11779;Coordonnées précises;28303;CC Coeur de Beauce;EURE-ET-LOIR;CENTRE-VAL DE LOIRE
47.3137790926,-2.05596794573;63.1208;ANTARGAZ;DONGES;44;44480;;572126043;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=63&champEtablNumero=1208;Coordonnées précises;44052;CA de la Région Nazairienne et de l'Estuaire (Carene);LOIRE-ATLANTIQUE;PAYS DE LA LOIRE
49.4839217185,0.270279002585;58.575;LUBRIZOL France;OUDALLE;76;76430;20.59Z;54207095800039;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=58&champEtablNumero=575;Coordonnées précises;76489;CU Le Havre Seine Métropole;SEINE-MARITIME;NORMANDIE
49.379387683,2.45963529978;51.978;BASF France (ex Coatings);BREUIL LE SEC;60;60840;20.30Z;63202160600173;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=51&champEtablNumero=978;Coordonnées précises;60106;CC du Clermontois;OISE;HAUTS-DE-FRANCE
43.3690054591,5.94774133922;64.122;TITANOBEL SA Dépôt de MAZAUGUES;MAZAUGUES;83;83136;;43562006700015;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=64&champEtablNumero=122;Valeur Initiale;83076;CA de la Provence Verte;VAR;PROVENCE-ALPES-COTE D'AZUR
49.20468583,1.70618188083;65.7291;Storengy;ST CLAIR SUR EPTE;95;95770;35.23Z;54210765100375;A;Autorisation;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=7291;Coordonnées précises;95541;CC du Vexin-Val de Seine;VAL-D'OISE;ILE-DE-FRANCE
49.1412325598,2.7917130837;51.1379;VALFRANCE;NANTEUIL LE HAUDOUIN;60;60440;;77562903360440;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=51&champEtablNumero=1379;Coordonnées précises;60446;CC du Pays de Valois;OISE;HAUTS-DE-FRANCE
45.3496194982,4.78935599038;104.114;SOGIF- SITE DE ROUSSILLON;ROUSSILLON;38;38150;20.11Z;31411950400681;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=104&champEtablNumero=114;Coordonnées précises;38468;CC Entre Bièvre et Rhône;ISERE;AUVERGNE-RHONE-ALPES
48.3184609261,0.80083659307;100.158;AXEREAL;NOGENT LE ROTROU;28;28400;46.21Z;503681801;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=100&champEtablNumero=158;Coordonnées précises;28280;CC du Perche;EURE-ET-LOIR;CENTRE-VAL DE LOIRE
47.915771698,3.63809154916;54.1301;DAVEY BICKFORD;HERY;89;89550;20.51Z;72050141000024;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=54&champEtablNumero=1301;Coordonnées précises;89201;CC Serein et Armance;YONNE;BOURGOGNE-FRANCHE-COMTE
47.9959071954,-0.218979362792;63.2985;SICOGAZ SA;BRULON;72;72350;;67202652300064;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=63&champEtablNumero=2985;Coordonnées précises;72050;CC Loué - Brûlon - Noyen;SARTHE;PAYS DE LA LOIRE
50.478437631,2.96352408756;70.2474;GAZ ENERGIE DISTRIBUTION;CARVIN;62;62220;;42226550400023;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=2474;Coordonnées précises;62215;CA d'Hénin-Carvin;PAS-DE-CALAIS;HAUTS-DE-FRANCE
49.2286066725,1.1646747428;58.425;RECTICEL;LOUVIERS;27;27400;22.21Z;70200178500196;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=58&champEtablNumero=425;Adresse postale;27375;CA Seine Eure;EURE;NORMANDIE
49.0052067413,2.20923892395;65.5453;SILAR;BEAUCHAMP;95;95250;20.12Z;77622469300015;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=5453;Coordonnées précises;95051;CA Val Parisis;VAL-D'OISE;ILE-DE-FRANCE
44.359248073,4.72712605863;61.2652;SODEREC INTERNATIONAL S.A.S;PIERRELATTE;26;26700;20.13B;33790291000013;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=2652;Coordonnées précises;26235;CC Drôme Sud Provence;DROME;AUVERGNE-RHONE-ALPES
49.0380827726,2.69768929991;65.1438;DISTRIBUTION FRANPRIX SA;ST MARD;77;77230;;;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=14380;Centroïde Commune;77420;CA Roissy Pays de France;SEINE-ET-MARNE;ILE-DE-FRANCE
49.377134254,1.0211846663;58.36;PETROPLUS RAFFINAGE PETIT COURONNE;PETIT COURONNE;76;76650;19.20Z;501526370;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=58&champEtablNumero=360;Adresse postale;76497;Métropole Rouen Normandie;SEINE-MARITIME;NORMANDIE
48.5302641262,7.50176212069;67.558;MESSIER BUGATTI DOWTY;MOLSHEIM;67;67129;30.30Z;71201953800123;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=67&champEtablNumero=5580;Coordonnées précises;67101;CC de la Région de Molsheim-Mutzig;BAS-RHIN;GRAND EST
48.9269059505,2.60872507399;65.3069;SITA FD ex FRANCE DECHETS (décharge cl1);VILLEPARISIS;77;77270;;433313483;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=3069;Valeur Initiale;77514;CA Roissy Pays de France;SEINE-ET-MARNE;ILE-DE-FRANCE
44.3515096802,4.72968842066;61.2651;COGEMA;PIERRELATTE;26;26700;;;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=2651;Coordonnées précises;26324;CC Drôme Sud Provence;DROME;AUVERGNE-RHONE-ALPES
50.3577794774,3.27570658517;70.3887;COEUR BETA;SOMAIN;59;59490;;;;;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=3887;Centroïde Commune;59574;CC Coeur d'Ostrevent [C.C.C.O.];NORD;HAUTS-DE-FRANCE
45.6180154688,-0.164219109089;72.4568;Maison A STAUB & Cie;ST PREUIL;16;16130;46.34Z;90632003100048;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=72&champEtablNumero=4568;Coordonnées précises;16343;CA du Grand Cognac;CHARENTE;NOUVELLE-AQUITAINE
43.0186406975,3.03966955127;66.257;DPPLN;PORT LA NOUVELLE;11;11210;;39258725900012;S;Autorisation avec servitudes;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=66&champEtablNumero=257;Valeur Initiale;11266;CA Le Grand Narbonne;AUDE;OCCITANIE
44.5515348964,2.21834380265;68.2477;SNAM STE NOUVELLE D'AFFINAGE DES METAUX;VIVIEZ;12;12110;24.45Z;31019914600047;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=68&champEtablNumero=2477;Coordonnées précises;12305;CC Decazeville Communauté;AVEYRON;OCCITANIE
47.3876597488,0.748154643235;100.642;CCMP  (Cie Ciale Manutention Pétrolière);ST PIERRE DES CORPS;37;37700;52.10B;57645046400069;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=100&champEtablNumero=642;Coordonnées précises;37233;Tours Métropole Val de Loire;INDRE-ET-LOIRE;CENTRE-VAL DE LOIRE
43.4000273024,5.19425350399;64.627;STOGAZ Marignane;MARIGNANE;13;13700;82.92Z;68545040500012;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=64&champEtablNumero=627;Valeur Initiale;13054;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
44.5973007056,2.00393770543;68.2157;RATIER FIGEAC  Sas;FIGEAC;46;46101;30.30Z;30995400600024;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=68&champEtablNumero=2157;Coordonnées précises;46102;CC Grand-Figeac;LOT;OCCITANIE
45.7225702665,-0.343770877273;72.1557;MARTELL;CHERVES RICHEMONT;16;16370;;34243889200032;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=72&champEtablNumero=1557;Coordonnées précises;16097;CA du Grand Cognac;CHARENTE;NOUVELLE-AQUITAINE
43.4707014755,5.5997725763;64.17;KMG Ultra Pure Chemicals SAS;ROUSSET;13;13102;;32334697300056;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=64&champEtablNumero=17;Valeur Initiale;13087;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
49.5052083427,0.135114757059;58.363;SEREP;LE HAVRE;76;76067;37.00Z;65203896900042;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=58&champEtablNumero=363;Centroïde Commune;76351;CU Le Havre Seine Métropole;SEINE-MARITIME;NORMANDIE
49.264548258,0.150473081532;53.6336;SPIRIT FRANCE DIFFUSION ex SACB;REUX;14;14130;;;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=53&champEtablNumero=6336;Coordonnées précises;14534;CC Terre d'Auge;CALVADOS;NORMANDIE
48.3886710444,-4.26536012945;55.721;EDF-CETAC (DIRINON);DIRINON;29;29460;;;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=55&champEtablNumero=721;Coordonnées précises;29045;CC du Pays de Landerneau-Daoulas;FINISTERE;BRETAGNE
47.2882911956,5.40240141555;54.1343;TITANOBEL;VONGES;21;21270;;55209612500521;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=54&champEtablNumero=1343;Valeur Initiale;21713;CC Auxonne Pontailler Val de Saône;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE
47.407358189,-1.19965809957;63.3705;ODALIS;MESANGER;44;44522;52.10B;44429095100037;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=63&champEtablNumero=3705;Coordonnées précises;44096;CC du Pays d'Ancenis;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE
48.2374049434,3.54828140848;54.1293;CAVAP;MOLINONS;89;89190;46.21Z;77867429100019;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=54&champEtablNumero=1293;Coordonnées précises;89261;CC de la Vanne et du Pays d'Othe;YONNE;BOURGOGNE-FRANCHE-COMTE
47.7579467619,7.52437600374;67.412;TREDI Hombourg;HOMBOURG;68;68490;38.22Z;33818576200063;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=67&champEtablNumero=412;Coordonnées précises;68144;CA Mulhouse Alsace Agglomération;HAUT-RHIN;GRAND EST
